"COUNTRY","Country","SEO","Socio economic objective","MEASURE","Measure","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AUS","Australia","NABS02","Environment","MIO_NAC","National Currency","2011","2011","AUD","Australian Dollar","6","Millions",,,254.025,"D","Difference in methodology"
"AUS","Australia","NABS02","Environment","MIO_NAC","National Currency","2012","2012","AUD","Australian Dollar","6","Millions",,,279.913,"D","Difference in methodology"
"AUS","Australia","NABS02","Environment","MIO_NAC","National Currency","2013","2013","AUD","Australian Dollar","6","Millions",,,274.93,"D","Difference in methodology"
"AUS","Australia","NABS02","Environment","MIO_NAC","National Currency","2014","2014","AUD","Australian Dollar","6","Millions",,,271.93,"D","Difference in methodology"
"AUS","Australia","NABS02","Environment","MIO_NAC","National Currency","2015","2015","AUD","Australian Dollar","6","Millions",,,262.368,"D","Difference in methodology"
"AUS","Australia","NABS02","Environment","MIO_NAC","National Currency","2016","2016","AUD","Australian Dollar","6","Millions",,,239.721,"D","Difference in methodology"
"AUS","Australia","NABS02","Environment","MIO_NAC","National Currency","2017","2017","AUD","Australian Dollar","6","Millions",,,356.436,"D","Difference in methodology"
"AUS","Australia","NABS02","Environment","MIO_NAC","National Currency","2018","2018","AUD","Australian Dollar","6","Millions",,,272.42,"D; P","Difference in methodology; Provisional value"
"AUS","Australia","NABS02","Environment","MIO_NAC","National Currency","2019","2019","AUD","Australian Dollar","6","Millions",,,275.246,"D; P","Difference in methodology; Provisional value"
"AUS","Australia","NABS03","Exploration and exploitation of space","MIO_NAC","National Currency","2011","2011","AUD","Australian Dollar","6","Millions",,,48.249,"D","Difference in methodology"
"AUS","Australia","NABS03","Exploration and exploitation of space","MIO_NAC","National Currency","2012","2012","AUD","Australian Dollar","6","Millions",,,84.865,"D","Difference in methodology"
"AUS","Australia","NABS03","Exploration and exploitation of space","MIO_NAC","National Currency","2013","2013","AUD","Australian Dollar","6","Millions",,,31.015,"D","Difference in methodology"
"AUS","Australia","NABS03","Exploration and exploitation of space","MIO_NAC","National Currency","2014","2014","AUD","Australian Dollar","6","Millions",,,50.8,"D","Difference in methodology"
"AUS","Australia","NABS03","Exploration and exploitation of space","MIO_NAC","National Currency","2015","2015","AUD","Australian Dollar","6","Millions",,,29.753,"D","Difference in methodology"
"AUS","Australia","NABS03","Exploration and exploitation of space","MIO_NAC","National Currency","2016","2016","AUD","Australian Dollar","6","Millions",,,32.37,"D","Difference in methodology"
"AUS","Australia","NABS03","Exploration and exploitation of space","MIO_NAC","National Currency","2017","2017","AUD","Australian Dollar","6","Millions",,,29.946,"D","Difference in methodology"
"AUS","Australia","NABS03","Exploration and exploitation of space","MIO_NAC","National Currency","2018","2018","AUD","Australian Dollar","6","Millions",,,33.971,"D; P","Difference in methodology; Provisional value"
"AUS","Australia","NABS03","Exploration and exploitation of space","MIO_NAC","National Currency","2019","2019","AUD","Australian Dollar","6","Millions",,,57.804,"D; P","Difference in methodology; Provisional value"
"AUS","Australia","NABS04","Transport, telecommunication and other infrastructures","MIO_NAC","National Currency","2011","2011","AUD","Australian Dollar","6","Millions",,,113.652,"D","Difference in methodology"
"AUS","Australia","NABS04","Transport, telecommunication and other infrastructures","MIO_NAC","National Currency","2012","2012","AUD","Australian Dollar","6","Millions",,,126.112,"D","Difference in methodology"
"AUS","Australia","NABS04","Transport, telecommunication and other infrastructures","MIO_NAC","National Currency","2013","2013","AUD","Australian Dollar","6","Millions",,,145.001,"D","Difference in methodology"
"AUS","Australia","NABS04","Transport, telecommunication and other infrastructures","MIO_NAC","National Currency","2014","2014","AUD","Australian Dollar","6","Millions",,,140.068,"D","Difference in methodology"
"AUS","Australia","NABS04","Transport, telecommunication and other infrastructures","MIO_NAC","National Currency","2015","2015","AUD","Australian Dollar","6","Millions",,,138.107,"D","Difference in methodology"
"AUS","Australia","NABS04","Transport, telecommunication and other infrastructures","MIO_NAC","National Currency","2016","2016","AUD","Australian Dollar","6","Millions",,,130.133,"D","Difference in methodology"
"AUS","Australia","NABS04","Transport, telecommunication and other infrastructures","MIO_NAC","National Currency","2017","2017","AUD","Australian Dollar","6","Millions",,,114.404,"D","Difference in methodology"
"AUS","Australia","NABS04","Transport, telecommunication and other infrastructures","MIO_NAC","National Currency","2018","2018","AUD","Australian Dollar","6","Millions",,,144.174,"D; P","Difference in methodology; Provisional value"
"AUS","Australia","NABS04","Transport, telecommunication and other infrastructures","MIO_NAC","National Currency","2019","2019","AUD","Australian Dollar","6","Millions",,,163.959,"D; P","Difference in methodology; Provisional value"
"AUS","Australia","NABS05","Energy","MIO_NAC","National Currency","2011","2011","AUD","Australian Dollar","6","Millions",,,300.365,"D","Difference in methodology"
"AUS","Australia","NABS05","Energy","MIO_NAC","National Currency","2012","2012","AUD","Australian Dollar","6","Millions",,,290.304,"D","Difference in methodology"
"AUS","Australia","NABS05","Energy","MIO_NAC","National Currency","2013","2013","AUD","Australian Dollar","6","Millions",,,533.082,"D","Difference in methodology"
"AUS","Australia","NABS05","Energy","MIO_NAC","National Currency","2014","2014","AUD","Australian Dollar","6","Millions",,,509.138,"D","Difference in methodology"
"AUS","Australia","NABS05","Energy","MIO_NAC","National Currency","2015","2015","AUD","Australian Dollar","6","Millions",,,324.875,"D","Difference in methodology"
"AUS","Australia","NABS05","Energy","MIO_NAC","National Currency","2016","2016","AUD","Australian Dollar","6","Millions",,,402.62,"D","Difference in methodology"
"AUS","Australia","NABS05","Energy","MIO_NAC","National Currency","2017","2017","AUD","Australian Dollar","6","Millions",,,443.541,"D","Difference in methodology"
"AUS","Australia","NABS05","Energy","MIO_NAC","National Currency","2018","2018","AUD","Australian Dollar","6","Millions",,,370.024,"D; P","Difference in methodology; Provisional value"
"AUS","Australia","NABS05","Energy","MIO_NAC","National Currency","2019","2019","AUD","Australian Dollar","6","Millions",,,347.588,"D; P","Difference in methodology; Provisional value"
"AUS","Australia","NABS06","Industrial production and technology","MIO_NAC","National Currency","2011","2011","AUD","Australian Dollar","6","Millions",,,1033.23,"D","Difference in methodology"
"AUS","Australia","NABS06","Industrial production and technology","MIO_NAC","National Currency","2012","2012","AUD","Australian Dollar","6","Millions",,,910.236,"D","Difference in methodology"
"AUS","Australia","NABS06","Industrial production and technology","MIO_NAC","National Currency","2013","2013","AUD","Australian Dollar","6","Millions",,,703.141,"D","Difference in methodology"
"AUS","Australia","NABS06","Industrial production and technology","MIO_NAC","National Currency","2014","2014","AUD","Australian Dollar","6","Millions",,,609.415,"D","Difference in methodology"
"AUS","Australia","NABS06","Industrial production and technology","MIO_NAC","National Currency","2015","2015","AUD","Australian Dollar","6","Millions",,,580.826,"D","Difference in methodology"
"AUS","Australia","NABS06","Industrial production and technology","MIO_NAC","National Currency","2016","2016","AUD","Australian Dollar","6","Millions",,,560.974,"D","Difference in methodology"
"AUS","Australia","NABS06","Industrial production and technology","MIO_NAC","National Currency","2017","2017","AUD","Australian Dollar","6","Millions",,,573.906,"D","Difference in methodology"
"AUS","Australia","NABS06","Industrial production and technology","MIO_NAC","National Currency","2018","2018","AUD","Australian Dollar","6","Millions",,,524.536,"D; P","Difference in methodology; Provisional value"
"AUS","Australia","NABS06","Industrial production and technology","MIO_NAC","National Currency","2019","2019","AUD","Australian Dollar","6","Millions",,,533.178,"D; P","Difference in methodology; Provisional value"
"AUS","Australia","NABS07","Health","MIO_NAC","National Currency","2011","2011","AUD","Australian Dollar","6","Millions",,,1289.237,"D","Difference in methodology"
"AUS","Australia","NABS07","Health","MIO_NAC","National Currency","2012","2012","AUD","Australian Dollar","6","Millions",,,1119.403,"D","Difference in methodology"
"AUS","Australia","NABS07","Health","MIO_NAC","National Currency","2013","2013","AUD","Australian Dollar","6","Millions",,,1215.246,"D","Difference in methodology"
"AUS","Australia","NABS07","Health","MIO_NAC","National Currency","2014","2014","AUD","Australian Dollar","6","Millions",,,1219.643,"D","Difference in methodology"
"AUS","Australia","NABS07","Health","MIO_NAC","National Currency","2015","2015","AUD","Australian Dollar","6","Millions",,,1063.909,"D","Difference in methodology"
"AUS","Australia","NABS07","Health","MIO_NAC","National Currency","2016","2016","AUD","Australian Dollar","6","Millions",,,1127.128,"D","Difference in methodology"
"AUS","Australia","NABS07","Health","MIO_NAC","National Currency","2017","2017","AUD","Australian Dollar","6","Millions",,,1257.351,"D","Difference in methodology"
"AUS","Australia","NABS07","Health","MIO_NAC","National Currency","2018","2018","AUD","Australian Dollar","6","Millions",,,1365.114,"D; P","Difference in methodology; Provisional value"
"AUS","Australia","NABS07","Health","MIO_NAC","National Currency","2019","2019","AUD","Australian Dollar","6","Millions",,,1558.938,"D; P","Difference in methodology; Provisional value"
"AUS","Australia","NABS08","Agriculture","MIO_NAC","National Currency","2011","2011","AUD","Australian Dollar","6","Millions",,,505.048,"D","Difference in methodology"
"AUS","Australia","NABS08","Agriculture","MIO_NAC","National Currency","2012","2012","AUD","Australian Dollar","6","Millions",,,492.704,"D","Difference in methodology"
"AUS","Australia","NABS08","Agriculture","MIO_NAC","National Currency","2013","2013","AUD","Australian Dollar","6","Millions",,,546.111,"D","Difference in methodology"
"AUS","Australia","NABS08","Agriculture","MIO_NAC","National Currency","2014","2014","AUD","Australian Dollar","6","Millions",,,595.419,"D","Difference in methodology"
"AUS","Australia","NABS08","Agriculture","MIO_NAC","National Currency","2015","2015","AUD","Australian Dollar","6","Millions",,,611.492,"D","Difference in methodology"
"AUS","Australia","NABS08","Agriculture","MIO_NAC","National Currency","2016","2016","AUD","Australian Dollar","6","Millions",,,613.134,"D","Difference in methodology"
"AUS","Australia","NABS08","Agriculture","MIO_NAC","National Currency","2017","2017","AUD","Australian Dollar","6","Millions",,,658.834,"D","Difference in methodology"
"AUS","Australia","NABS08","Agriculture","MIO_NAC","National Currency","2018","2018","AUD","Australian Dollar","6","Millions",,,691.859,"D; P","Difference in methodology; Provisional value"
"AUS","Australia","NABS08","Agriculture","MIO_NAC","National Currency","2019","2019","AUD","Australian Dollar","6","Millions",,,693.007,"D; P","Difference in methodology; Provisional value"
"AUS","Australia","NABS09","Education","MIO_NAC","National Currency","2011","2011","AUD","Australian Dollar","6","Millions",,,17.113,"D","Difference in methodology"
"AUS","Australia","NABS09","Education","MIO_NAC","National Currency","2012","2012","AUD","Australian Dollar","6","Millions",,,18.824,"D","Difference in methodology"
"AUS","Australia","NABS09","Education","MIO_NAC","National Currency","2013","2013","AUD","Australian Dollar","6","Millions",,,19.179,"D","Difference in methodology"
"AUS","Australia","NABS09","Education","MIO_NAC","National Currency","2014","2014","AUD","Australian Dollar","6","Millions",,,15.581,"D","Difference in methodology"
"AUS","Australia","NABS09","Education","MIO_NAC","National Currency","2015","2015","AUD","Australian Dollar","6","Millions",,,15.733,"D","Difference in methodology"
"AUS","Australia","NABS09","Education","MIO_NAC","National Currency","2016","2016","AUD","Australian Dollar","6","Millions",,,14.458,"D","Difference in methodology"
"AUS","Australia","NABS09","Education","MIO_NAC","National Currency","2017","2017","AUD","Australian Dollar","6","Millions",,,21.251,"D","Difference in methodology"
"AUS","Australia","NABS09","Education","MIO_NAC","National Currency","2018","2018","AUD","Australian Dollar","6","Millions",,,25.04,"D; P","Difference in methodology; Provisional value"
"AUS","Australia","NABS09","Education","MIO_NAC","National Currency","2019","2019","AUD","Australian Dollar","6","Millions",,,26.378,"D; P","Difference in methodology; Provisional value"
"AUS","Australia","NABS10","Culture, recreation, religion and mass media","MIO_NAC","National Currency","2011","2011","AUD","Australian Dollar","6","Millions",,,50.345,"D","Difference in methodology"
"AUS","Australia","NABS10","Culture, recreation, religion and mass media","MIO_NAC","National Currency","2012","2012","AUD","Australian Dollar","6","Millions",,,46.1,"D","Difference in methodology"
"AUS","Australia","NABS10","Culture, recreation, religion and mass media","MIO_NAC","National Currency","2013","2013","AUD","Australian Dollar","6","Millions",,,37.919,"D","Difference in methodology"
"AUS","Australia","NABS10","Culture, recreation, religion and mass media","MIO_NAC","National Currency","2014","2014","AUD","Australian Dollar","6","Millions",,,38.047,"D","Difference in methodology"
"AUS","Australia","NABS10","Culture, recreation, religion and mass media","MIO_NAC","National Currency","2015","2015","AUD","Australian Dollar","6","Millions",,,33.974,"D","Difference in methodology"
"AUS","Australia","NABS10","Culture, recreation, religion and mass media","MIO_NAC","National Currency","2016","2016","AUD","Australian Dollar","6","Millions",,,39.039,"D","Difference in methodology"
"AUS","Australia","NABS10","Culture, recreation, religion and mass media","MIO_NAC","National Currency","2017","2017","AUD","Australian Dollar","6","Millions",,,35.384,"D","Difference in methodology"
"AUS","Australia","NABS10","Culture, recreation, religion and mass media","MIO_NAC","National Currency","2018","2018","AUD","Australian Dollar","6","Millions",,,34.146,"D; P","Difference in methodology; Provisional value"
"AUS","Australia","NABS10","Culture, recreation, religion and mass media","MIO_NAC","National Currency","2019","2019","AUD","Australian Dollar","6","Millions",,,34.729,"D; P","Difference in methodology; Provisional value"
"AUS","Australia","NABS11","Political and social systems, structures and processes","MIO_NAC","National Currency","2011","2011","AUD","Australian Dollar","6","Millions",,,227.628,"D","Difference in methodology"
"AUS","Australia","NABS11","Political and social systems, structures and processes","MIO_NAC","National Currency","2012","2012","AUD","Australian Dollar","6","Millions",,,184.746,"D","Difference in methodology"
"AUS","Australia","NABS11","Political and social systems, structures and processes","MIO_NAC","National Currency","2013","2013","AUD","Australian Dollar","6","Millions",,,170.65,"D","Difference in methodology"
"AUS","Australia","NABS11","Political and social systems, structures and processes","MIO_NAC","National Currency","2014","2014","AUD","Australian Dollar","6","Millions",,,152.242,"D","Difference in methodology"
"AUS","Australia","NABS11","Political and social systems, structures and processes","MIO_NAC","National Currency","2015","2015","AUD","Australian Dollar","6","Millions",,,181.195,"D","Difference in methodology"
"AUS","Australia","NABS11","Political and social systems, structures and processes","MIO_NAC","National Currency","2016","2016","AUD","Australian Dollar","6","Millions",,,202.248,"D","Difference in methodology"
"AUS","Australia","NABS11","Political and social systems, structures and processes","MIO_NAC","National Currency","2017","2017","AUD","Australian Dollar","6","Millions",,,211.328,"D","Difference in methodology"
"AUS","Australia","NABS11","Political and social systems, structures and processes","MIO_NAC","National Currency","2018","2018","AUD","Australian Dollar","6","Millions",,,121.46,"D; P","Difference in methodology; Provisional value"
"AUS","Australia","NABS11","Political and social systems, structures and processes","MIO_NAC","National Currency","2019","2019","AUD","Australian Dollar","6","Millions",,,116.117,"D; P","Difference in methodology; Provisional value"
"AUS","Australia","NABS14","Defence","MIO_NAC","National Currency","2011","2011","AUD","Australian Dollar","6","Millions",,,485.324,"D","Difference in methodology"
"AUS","Australia","NABS14","Defence","MIO_NAC","National Currency","2012","2012","AUD","Australian Dollar","6","Millions",,,458.942,"D","Difference in methodology"
"AUS","Australia","NABS14","Defence","MIO_NAC","National Currency","2013","2013","AUD","Australian Dollar","6","Millions",,,447.731,"D","Difference in methodology"
"AUS","Australia","NABS14","Defence","MIO_NAC","National Currency","2014","2014","AUD","Australian Dollar","6","Millions",,,458.817,"D","Difference in methodology"
"AUS","Australia","NABS14","Defence","MIO_NAC","National Currency","2015","2015","AUD","Australian Dollar","6","Millions",,,524.838,"D","Difference in methodology"
"AUS","Australia","NABS14","Defence","MIO_NAC","National Currency","2016","2016","AUD","Australian Dollar","6","Millions",,,470.685,"D","Difference in methodology"
"AUS","Australia","NABS14","Defence","MIO_NAC","National Currency","2017","2017","AUD","Australian Dollar","6","Millions",,,518.355,"D","Difference in methodology"
"AUS","Australia","NABS14","Defence","MIO_NAC","National Currency","2018","2018","AUD","Australian Dollar","6","Millions",,,490.328,"D; P","Difference in methodology; Provisional value"
"AUS","Australia","NABS14","Defence","MIO_NAC","National Currency","2019","2019","AUD","Australian Dollar","6","Millions",,,493.324,"D; P","Difference in methodology; Provisional value"
"AUS","Australia","NABS12","General advancement of knowledge: R&D financed from General University Funds (GUF)","MIO_NAC","National Currency","2011","2011","AUD","Australian Dollar","6","Millions",,,1774.615,"D","Difference in methodology"
"AUS","Australia","NABS12","General advancement of knowledge: R&D financed from General University Funds (GUF)","MIO_NAC","National Currency","2012","2012","AUD","Australian Dollar","6","Millions",,,1807.464,"D","Difference in methodology"
"AUS","Australia","NABS12","General advancement of knowledge: R&D financed from General University Funds (GUF)","MIO_NAC","National Currency","2013","2013","AUD","Australian Dollar","6","Millions",,,1874.46,"D","Difference in methodology"
"AUS","Australia","NABS12","General advancement of knowledge: R&D financed from General University Funds (GUF)","MIO_NAC","National Currency","2014","2014","AUD","Australian Dollar","6","Millions",,,1947.269,"D","Difference in methodology"
"AUS","Australia","NABS12","General advancement of knowledge: R&D financed from General University Funds (GUF)","MIO_NAC","National Currency","2015","2015","AUD","Australian Dollar","6","Millions",,,2022.283,"D","Difference in methodology"
"AUS","Australia","NABS12","General advancement of knowledge: R&D financed from General University Funds (GUF)","MIO_NAC","National Currency","2016","2016","AUD","Australian Dollar","6","Millions",,,1978.077,"D","Difference in methodology"
"AUS","Australia","NABS12","General advancement of knowledge: R&D financed from General University Funds (GUF)","MIO_NAC","National Currency","2017","2017","AUD","Australian Dollar","6","Millions",,,2141.552,"D","Difference in methodology"
"AUS","Australia","NABS12","General advancement of knowledge: R&D financed from General University Funds (GUF)","MIO_NAC","National Currency","2018","2018","AUD","Australian Dollar","6","Millions",,,2122.822,"D; P","Difference in methodology; Provisional value"
"AUS","Australia","NABS12","General advancement of knowledge: R&D financed from General University Funds (GUF)","MIO_NAC","National Currency","2019","2019","AUD","Australian Dollar","6","Millions",,,2143.843,"D; P","Difference in methodology; Provisional value"
"AUS","Australia","NABS13","General advancement of knowledge: R&D financed from sources other than GUF","MIO_NAC","National Currency","2011","2011","AUD","Australian Dollar","6","Millions",,,572.972,"D","Difference in methodology"
"AUS","Australia","NABS13","General advancement of knowledge: R&D financed from sources other than GUF","MIO_NAC","National Currency","2012","2012","AUD","Australian Dollar","6","Millions",,,572.156,"D","Difference in methodology"
"AUS","Australia","NABS13","General advancement of knowledge: R&D financed from sources other than GUF","MIO_NAC","National Currency","2013","2013","AUD","Australian Dollar","6","Millions",,,604.358,"D","Difference in methodology"
"AUS","Australia","NABS13","General advancement of knowledge: R&D financed from sources other than GUF","MIO_NAC","National Currency","2014","2014","AUD","Australian Dollar","6","Millions",,,584.991,"D","Difference in methodology"
"AUS","Australia","NABS13","General advancement of knowledge: R&D financed from sources other than GUF","MIO_NAC","National Currency","2015","2015","AUD","Australian Dollar","6","Millions",,,597.026,"D","Difference in methodology"
"AUS","Australia","NABS13","General advancement of knowledge: R&D financed from sources other than GUF","MIO_NAC","National Currency","2016","2016","AUD","Australian Dollar","6","Millions",,,645.975,"D","Difference in methodology"
"AUS","Australia","NABS13","General advancement of knowledge: R&D financed from sources other than GUF","MIO_NAC","National Currency","2017","2017","AUD","Australian Dollar","6","Millions",,,913.699,"D","Difference in methodology"
"AUS","Australia","NABS13","General advancement of knowledge: R&D financed from sources other than GUF","MIO_NAC","National Currency","2018","2018","AUD","Australian Dollar","6","Millions",,,675.95,"D; P","Difference in methodology; Provisional value"
"AUS","Australia","NABS13","General advancement of knowledge: R&D financed from sources other than GUF","MIO_NAC","National Currency","2019","2019","AUD","Australian Dollar","6","Millions",,,709.17,"D; P","Difference in methodology; Provisional value"
"AUS","Australia","_T","Total","DF6","2015 Dollars - Constant prices and PPPs","2011","2011","USD","US Dollar","6","Millions","2015","2015",4849.499,"D","Difference in methodology"
"AUS","Australia","_T","Total","DF6","2015 Dollars - Constant prices and PPPs","2012","2012","USD","US Dollar","6","Millions","2015","2015",4698.952,"D","Difference in methodology"
"AUS","Australia","_T","Total","DF6","2015 Dollars - Constant prices and PPPs","2013","2013","USD","US Dollar","6","Millions","2015","2015",4734.301,"D","Difference in methodology"
"AUS","Australia","_T","Total","DF6","2015 Dollars - Constant prices and PPPs","2014","2014","USD","US Dollar","6","Millions","2015","2015",4746.413,"D","Difference in methodology"
"AUS","Australia","_T","Total","DF6","2015 Dollars - Constant prices and PPPs","2015","2015","USD","US Dollar","6","Millions","2015","2015",4610.945,"D","Difference in methodology"
"AUS","Australia","_T","Total","DF6","2015 Dollars - Constant prices and PPPs","2016","2016","USD","US Dollar","6","Millions","2015","2015",4487.341,"D","Difference in methodology"
"AUS","Australia","_T","Total","DF6","2015 Dollars - Constant prices and PPPs","2017","2017","USD","US Dollar","6","Millions","2015","2015",4950.426,"D","Difference in methodology"
"AUS","Australia","_T","Total","DF6","2015 Dollars - Constant prices and PPPs","2018","2018","USD","US Dollar","6","Millions","2015","2015",4562.793,"D; P","Difference in methodology; Provisional value"
"AUS","Australia","_T","Total","DF6","2015 Dollars - Constant prices and PPPs","2019","2019","USD","US Dollar","6","Millions","2015","2015",4592.29,"D; E; P","Difference in methodology; Estimated value; Provisional value"
"AUS","Australia","NABS01","Exploration and exploitation of the Earth","DF6","2015 Dollars - Constant prices and PPPs","2011","2011","USD","US Dollar","6","Millions","2015","2015",319.906,"D","Difference in methodology"
"AUS","Australia","NABS01","Exploration and exploitation of the Earth","DF6","2015 Dollars - Constant prices and PPPs","2012","2012","USD","US Dollar","6","Millions","2015","2015",352.776,"D","Difference in methodology"
"AUS","Australia","NABS01","Exploration and exploitation of the Earth","DF6","2015 Dollars - Constant prices and PPPs","2013","2013","USD","US Dollar","6","Millions","2015","2015",308.54,"D","Difference in methodology"
"AUS","Australia","NABS01","Exploration and exploitation of the Earth","DF6","2015 Dollars - Constant prices and PPPs","2014","2014","USD","US Dollar","6","Millions","2015","2015",295.76,"D","Difference in methodology"
"AUS","Australia","NABS01","Exploration and exploitation of the Earth","DF6","2015 Dollars - Constant prices and PPPs","2015","2015","USD","US Dollar","6","Millions","2015","2015",278.491,"D","Difference in methodology"
"AUS","Australia","NABS01","Exploration and exploitation of the Earth","DF6","2015 Dollars - Constant prices and PPPs","2016","2016","USD","US Dollar","6","Millions","2015","2015",264.239,"D","Difference in methodology"
"AUS","Australia","NABS01","Exploration and exploitation of the Earth","DF6","2015 Dollars - Constant prices and PPPs","2017","2017","USD","US Dollar","6","Millions","2015","2015",276.716,"D","Difference in methodology"
"AUS","Australia","NABS01","Exploration and exploitation of the Earth","DF6","2015 Dollars - Constant prices and PPPs","2018","2018","USD","US Dollar","6","Millions","2015","2015",289.417,"D; P","Difference in methodology; Provisional value"
"AUS","Australia","NABS01","Exploration and exploitation of the Earth","DF6","2015 Dollars - Constant prices and PPPs","2019","2019","USD","US Dollar","6","Millions","2015","2015",283.438,"D; E; P","Difference in methodology; Estimated value; Provisional value"
"AUS","Australia","NABS02","Environment","DF6","2015 Dollars - Constant prices and PPPs","2011","2011","USD","US Dollar","6","Millions","2015","2015",172.461,"D","Difference in methodology"
"AUS","Australia","NABS02","Environment","DF6","2015 Dollars - Constant prices and PPPs","2012","2012","USD","US Dollar","6","Millions","2015","2015",190.331,"D","Difference in methodology"
"AUS","Australia","NABS02","Environment","DF6","2015 Dollars - Constant prices and PPPs","2013","2013","USD","US Dollar","6","Millions","2015","2015",184.281,"D","Difference in methodology"
"AUS","Australia","NABS02","Environment","DF6","2015 Dollars - Constant prices and PPPs","2014","2014","USD","US Dollar","6","Millions","2015","2015",183.558,"D","Difference in methodology"
"AUS","Australia","NABS02","Environment","DF6","2015 Dollars - Constant prices and PPPs","2015","2015","USD","US Dollar","6","Millions","2015","2015",177.988,"D","Difference in methodology"
"AUS","Australia","NABS02","Environment","DF6","2015 Dollars - Constant prices and PPPs","2016","2016","USD","US Dollar","6","Millions","2015","2015",156.797,"D","Difference in methodology"
"AUS","Australia","NABS02","Environment","DF6","2015 Dollars - Constant prices and PPPs","2017","2017","USD","US Dollar","6","Millions","2015","2015",228.956,"D","Difference in methodology"
"AUS","Australia","NABS02","Environment","DF6","2015 Dollars - Constant prices and PPPs","2018","2018","USD","US Dollar","6","Millions","2015","2015",169.409,"D; P","Difference in methodology; Provisional value"
"AUS","Australia","NABS02","Environment","DF6","2015 Dollars - Constant prices and PPPs","2019","2019","USD","US Dollar","6","Millions","2015","2015",165.797,"D; E; P","Difference in methodology; Estimated value; Provisional value"
"AUS","Australia","NABS03","Exploration and exploitation of space","DF6","2015 Dollars - Constant prices and PPPs","2011","2011","USD","US Dollar","6","Millions","2015","2015",32.757,"D","Difference in methodology"
"AUS","Australia","NABS03","Exploration and exploitation of space","DF6","2015 Dollars - Constant prices and PPPs","2012","2012","USD","US Dollar","6","Millions","2015","2015",57.705,"D","Difference in methodology"
"AUS","Australia","NABS03","Exploration and exploitation of space","DF6","2015 Dollars - Constant prices and PPPs","2013","2013","USD","US Dollar","6","Millions","2015","2015",20.789,"D","Difference in methodology"
"AUS","Australia","NABS03","Exploration and exploitation of space","DF6","2015 Dollars - Constant prices and PPPs","2014","2014","USD","US Dollar","6","Millions","2015","2015",34.291,"D","Difference in methodology"
